Company Name,Competitors,Founded,Headquarters,Industry,Job Description,Job Title,Location,Rating,Revenue,Salary Estimate,Sector,Size,Type of ownership,hourly,monthly,min_salary
"Amazon
4.2","Google, Microsoft, Walmart",1994,"Seattle, WA",Internet,"At Amazon, we are working to be the most customer-centric company on earth. To get there, we need exceptionally talented, bright and driven people. Are you relentless? Are you passionate about leveraging data to deliver actionable insights that could impact the daily business decisions at Amazon India? Does the prospect of dealing with massive volumes of data excite you? Do you love using data to answer challenging product and customer behavior questions? Would you like to be part of the next big thing while its still day one?

This role is with the Direct Fulfillment team of Amazon. We are looking for a Business Intelligence Analyst to drive important data driven decisions for the team.

you will used advanced analytical techniques to develop solutions that answer business questions related to selection performance and customer experience. Specific responsibilities include:
· Analyse large data sets to build a channel allocation model for new or existing selection on DF. This would require building recommendation models for new selection while looking at speed & profitability of similar selection. May also require collaborating with ML team to build ground truth data and productize the model
· Interface with business groups to gather data and metrics requirements
· Develop automated, scalable analytical solutions for large-scale, business-critical problems. For eg: building a self-service tool for category managers to assess health of DF business
· Translate analytic insights into concrete, actionable recommendations for business or product improvements. Work with several internal teams to drive action on recommendations. The individual will not just own the analysis but also driving adoption and results through stakeholder collaboration.
· Support strategic data analysis requests, prioritizing based on business needs






Basic Qualifications

· Bachelor's degree in Business, Engineering or a related field
· 5+ years of professional experience in analytics, business analysis or comparable consumer analytics position
· Advanced working knowledge of data mining using SQL, ETL, data warehouse as well as Excel
· Excellent communication (verbal and written) and interpersonal skills and an ability to effectively communicate with both business and technical teams.
· High business accumen, problem solving skills, project management skills, attention to detail, and exceptional organizational skills
· Ability to deal with ambiguity and competing objectives in a fast paced environment
· Ability to display complex quantitative data in a simple, intuitive format and to present findings in a clear and concise manner
· Excellent organizational skills including prioritizing, scheduling, time management, and meeting deadlines
· A self starter, who proactively converts gaps into opportunities

Preferred Qualifications

· 7+ years of relevant experience in a business analyst, data analyst or statistical analysis role
· Advanced technical or business degree (MS or MBA)
· Experience in developing requirements and formulating business metrics for reporting, familiarity with data visualization tools, e.g. Tableau, PowerBI, Quicksight",Sr. Business Intelligence Analyst,Bengaluru,4.2,₹500+ billion (INR), 1470896,Information Technology,10000+ employees,Company - Public,0,0, 1470896
"Anblicks
4.1",-1,-1,"Dallas, TX",IT Services,"Qualifications:
A Computer Science Degree (Bachelors or Masters), Mathematics or Statistics (Masters)

Total of 8-12 years of Big Data, Business Intelligence, Data warehousing, Artificial Intelligence and Machine Learning experience

At least 2 years of experience in data science in rolling out production grade solutions to end customers

Technical Skills:
Experience in designing and deploying Analytical Systems, End to end.

Excellent problem-solving skills

Strong verbal and written communication skills

Strong hands-on programming experience with R or Python or Java

Hands-on experience with any of the data science platforms such as RapidMiner, SAS and IBM

Sound understanding of machine learning algorithms, including classification, clustering, association and recommendation generation

Familiarity with Open Source Machine Learning (R, Python), NLP toolkits and deep learning frameworks (TensorFlow, Keras, H2O etc.)

Working experience with statistical inference

Experience with BI (Tableau, Oracle, IBM, Microsoft), Data Science (RapidMiner/ SAS/ IBM), NoSQL (MongoDB, Cassandra, Hadoop, Spark), RDBMS (Oracle, SQL Server) tools

Experience using cloud computing and storage frameworks such as Amazon AWS (EC2, S3, Redshift, RDS) and Microsoft Azure Storage",Looking for Lead Data Scientist,Hyderabad,4.1,₹1 to ₹5 billion (INR),12000 - 13000,Information Technology,51 to 200 employees,Company - Private,0,0,12000 
"Zynga
4.0",-1,2007,"San Francisco, CA",Video Games,"Senior Producer – Senior Project Manager, Analytics and Data Science


Zynga is looking for a highly motivated PROJECT MANAGER to help evolve our execution processes and take on project management for our analytics and data science team. He or she will work closely with analytics leadership, product management, engineering leadership, other project managers and game teams to balance a set of commitments and milestones to predictable execution, facilitating tough trade offs along the way. Tactical enough dive deep on daily execution, proactively spot areas for improvement, then energetically drive those improvements broadly, resulting in all peers feeling collaboratively led into changes that solve confusion, miscommunication and differing expectations.

Responsibilities:
Take on project management responsibility for machine learning, data science and analytics projects
Define scope, determine resources required, develop schedule and milestones in collaboration with engineering leadership and product management
Passionately articulate goals and team principles to help form a stimulating and fun work environment and culture
Ensure that the project deliverables are timely, within budget and at the required level of quality
Lead technical scrums and agile project implementation, evolve the project management methodology to align with work-product of analytics teams
Monitor and report progress weekly, oversee risks and mitigations and aggressively work to remove blockers; deliver bi-weekly, monthly and quarterly summary of project delivery; extract analytics on execution, and deliver a data-driven evolution of execution and prioritization
Identify process pain points and collaborate with analytics leadership, engineering leaders, product managers and other project managers to motivate change that improves both quality and transparency to external groups
Initiate, develop, maintain and lead others toward positive working relationships with internal and external organizations critical to both current and future development process
Collaborate with other project managers in the central data organization to deliver and evolve a consistent project management methodology
Required skills:

5+ years experience working in multi-functional development teams.
At least 3 years experience as a Project Manager within the tech industry, games preferred
Experience working in an agile environment and implementing processes for agile development
Outstanding written and verbal communication skills
Ability to work in a team environment with maturity and leadership
Preferred skills:

3+ years experience as a technical project manager
Experience working in the advertising and/or mobile gaming sectors
Familiarity with analytics, data science, machine learning and AI
Computer science, statistics or technical degree
Scrum Master or Agile Coach certification
WHAT WE OFFER YOU:

Work in a studio that has complete P&L ownership of games
Competitive salary, discretionary annual bonus scheme and Zynga RSUs
Full medical, accident as well as life insurance benefits
Catered breakfast, lunch and evening snacks
Child care facilities for women employees and discounted facilities for male employees
Well stocked pantry
Generous Paid Maternity/Paternity leave
Employee Assistance Programs
Active Employee Resource Groups – Women at Zynga
Frequent employee events
Additional leave options for most employees
Flexible working hours on many teams
Work with cool people and impact millions of daily players!",Senior Producer-Analytics and Data Science,Bengaluru,4.0,₹50 to ₹100 billion (INR), 1547632,Media,1001 to 5000 employees,Company - Public,0,0, 1547632
"Aera Technology
3.6","Elementum, Qlik",2017,"Mountain View, CA",Enterprise Software & Network Solutions,"At Aera, we deliver the cognitive technology that enables the Self-Driving Enterprise™: a Cognitive Operating System™ that connects you with your business and autonomously orchestrates your operations. Aera's Cognitive OS leverages the best of artificial intelligence, machine learning, natural language processing, big data, and enterprise domain expertise to deliver Cognitive Automation at scale for some of the world's largest companies.

Aera Technology is looking for an expert Senior Data Scientist based in Pune, India. You will be working on new and challenging data science problems. This is the chance to be part of Aera's growing Data Science team, led by one of Aera's longest-tenured Engineering leaders!
Responsibilities
You will be responsible for designing, implementing, monitoring and maintaining our machine learning systems that powers the Aera platform
You will be working in a highly-collaborative environment with other experts in data science and engineering
Transform business problems into data problems
Research and build statistical/machine-learning models
Perform Exploratory Data Analysis and Statistical Analysis; clearly present the results of an analysis to customers and management
Collaborate with other team members to build data-science products and services using the Aera platform
About You
Master’s Degree in Computer Science, Mathematics, Statistics or a related quantitative field with a focus on Machine Learning or Deep Learning. Ph.D. preferred
7+ years of professional experience as a Machine Learning Engineer/Data Scientist; in a product development setting
Hands-on experience with software development, including translating ML models into scalable production services
Good intuitive understanding of machine learning algorithms and practical experience building models with incremental/iterative approach
Strong in Python
Experience in Full-Cycle Data Science projects
Experience in implementing machine learning algorithms using APIs/libraries from scikit-learn, H2O, MLlib and TensorFlow
Hands-on experience with software development, including translating ML models into scalable production services
Experience in working with large data sets and pipelines, distributed systems for machine learning using frameworks such as Apache Spark
Excellent verbal and written communication skills
You take complete ownership of your work and are self-driven
At Aera, we're on a mission to solve the biggest, most intractable challenges in the world of enterprise software. We envision the rise of the Self-Driving Enterprise: a more autonomously functioning business with a central operating system that connects and orchestrates business operations. Our Cognitive Operating System is increasingly used by the world's largest companies to fundamentally transform their organizations and how work is done.

If you share our passion for building the next generation of enterprise software, and deploying it for the most sophisticated customers in the world, you’ve met your match. Headquartered in Mountain View, California, we're growing fast, with teams in Mountain View and San Francisco (California), Bucharest and Cluj-Napoca (Romania), Paris (France), Munich (Germany), London (UK), Pune and Bangalore (India), Sydney (Australia) and Singapore. So join us, and let’s build the future of work together!",Senior Data Scientist,Pune,3.6,Unknown / Non-Applicable,1934000 - 2073000,Information Technology,201 to 500 employees,Company - Private,0,0,1934000 
"Amazon
4.2","Google, Microsoft, Walmart",1994,"Seattle, WA",Internet,"Excited by Big Data, Machine Learning and Predictive Software? Interested in creating new state-of-the-art solutions using Machine Learning and Data Mining techniques on Terabytes of Data?
At Amazon, we are developing state-of-the-art large-scale Machine Learning Services and Applications on the Cloud involving Terabytes of data. We work on applying predictive technology to a wide spectrum of problems in areas such as Amazon Retail, Seller Services, Customer Service, Alexa, Chatbots and so on. We are looking for talented and experienced Machine Learning Scientists (Masters/Ph.D. in a related area preferred) who can apply innovative Machine Learning techniques to real-world e-Commerce problems. You will get to work in a team dedicated to advancing Machine Learning technology at Amazon and converting it to business-impacting solutions.
Major responsibilities
- Use machine learning, data mining and statistical techniques to create new, scalable solutions for business problems
- Analyze and extract relevant information from large amounts of Amazons historical business data to help automate and optimize key processes
- Design, develop and evaluate highly innovative models for predictive learning
- Establish scalable, efficient, automated processes for large scale data analyses model development, model validation and model implementation
- Research and implement novel machine learning and statistical approaches




Basic Qualifications

- A Masters and/or PhD in Computer Science, Machine Learning, Operational research, Statistics or in a highly quantitative field
- Experience in predictive modelling and analysis, predictive software development
- Strong problem-solving ability
- Good skills with Java/Scala or C++, Perl/Python (or similar scripting language)
- Experience in using R, Matlab, or any other statistical software
- Strong communication and data presentation skills



Preferred Qualifications

- Experience handling gigabyte and terabyte size datasets
- Experience working with distributed systems and grid computing
- Knowledge of the latest and state of the art ML technology
- Publications or presentation in recognized Machine Learning and Data Mining journals/conferences",Applied Scientist Intern,Hyderabad,4.2,₹500+ billion (INR), 1470896,Information Technology,10000+ employees,Company - Public,0,0, 1470896
"Q-Dat IT Solutions
5.0",-1,-1,"RajajiNagar, India",-1,"Graduate in the analytical fields with strong academic credentials
Excellent written and verbal communication skills
Should have worked on excel and advance excel, MS Office
Please send your CV to:careers@q-dat.com",Data Analyst,Bengaluru,5.0,Unknown / Non-Applicable,11000 - 12000,-1,1 to 50 employees,Company - Private,0,0,11000 
"Mercedes-Benz Research and Development India Private Limited
3.4","Volkswagen, Tata Motors",1996,"Chakan, India",IT Services,"Business Analyst/BigData Expert - Pyspark/Python/Azure (6-9 yrs)Role : Data Scientist(DA)
Experience : 6 to 9 years
Job Location : Bangalore
Job Description for Data Analyst.
Ability to understand Azure Cloud setup, its libraries and the structure so you can advise stakeholders and provide guidance to team
Create, analyses and maintain Diagnostics/predictive/prescriptive statistical models.
Work includes all phases of the modeling process: Research, Architecture and design, data extraction and processing,ML model building, Visualization and validation.
To work through the entire life cycle of a project from Conceptualization to implementation.
Co-ordinate with different SMEs for seeking the inputs to explore data extraction approach and Work closely with endusers to understand their needs
Develop and maintain working relationships with key customer stakeholders
Skills Required :
Exp. Range -6-9 years of work experience in Microsoft Azure environment, Databricks, PowerBI and advance statistical analysis & data processing
Proficiency required in one or more of analytical tools such as Pyspark,Python, SQL ETL operations.
Understanding of cloud features including load balancing, networks and scaling is expected
Statistical modeling (Regression, Classification, Time-series forecasting) /Machine Learning /Optimization/Visualization
Knowledge on Machine Learning Techniques would be added advantage
Ability to move data around, from a database or an API, through a transformation or to a model and into human-readable form (ROC curve, Excel chart, map, d3 visualization, Tableau, etc.)
Knowledge on Automotive domain, especially Battery internals would be an advantage.

Basic Qualification:

· Bachelors/Masters in Engineering in EEE,ECE,CES or Data Science

· Strong mathematical background in statistics and machine learning for 6-9 years",Battery Expert - Data Anaytics,Bengaluru,3.4,₹10 to ₹50 billion (INR), 1041183,Information Technology,1001 to 5000 employees,Company - Private,0,0, 1041183
"Thoucentric
4.8",-1,2015,"Bengaluru, India",Consulting,"Provide sustaining support for existing dashboards and semantic.
Design, develop, and support dashboards and reports.
Monitor FogBugz Ticketing system to address bugs, enhancements and adhoc data requests
for Operations stake holders.
Drive deep data profiling and analysis for insights.
Create and deploy robust, scalable audit framework for monitoring data quality and latency
for our semantic and dashboards.
Drive automation wherever applicable for scale and efficiency.
Key Qualifications:
Expertise with Tableau and data visualisation is a must
Expertise in UI/UX is a must
Experience presenting and sharing insights with various business functions
Relational Database design and data architecture fundamentals;
Experience with ETL tools used to automate manual processes
Experience with Python a plus.
Individual must demonstrate:
Sound critical thinking, work ethics and passion to go beyond what is expected ongoing.
Possess a very high degree of natural curiosity to drive the next levels of business questions
and insights.
Ability to manage and deliver assigned projects from start to finish within timelines, scope
and quality.
Advanced knowledge of SQL is a plus
Strong verbal and written communications.",Data Analyst,Hyderabad,4.8,Unknown / Non-Applicable, 2088735,Business Services,51 to 200 employees,Company - Private,0,0, 2088735
"Reliance Jio Infocomm Limited
3.6",-1,2010,"Mumbai, India","Cable, Internet & Telephone Providers","Job Responsibilities :
Specify, design, and implement new data science applications,
methodologies,models,and algorithms
Help analyze business cases, formulate the problems and provide
practical solutions
Design and implement large scale predictive analytics machine
learning algorithms
4. Develop code with high-level languages and technologies: R, Python,
Java/Scala, SQL, Map Reduce
Help analyze business cases, formulate the problems and provide
Quantify and measure impacts of solutions
Understand, categorize, organize, and interpret heterogeneous data
sets8. Design experiments, test hypotheses,and build prototypes and
models
Be involved in the transition from prototyping to production
Education Requirement :
B.E./B.Tech/M.E/M.Tech/MS

Experience Requirement :
Maximum 5 Years & above

Skills & Competencies :
Expertise in providing an end to end BI solution by configuring
metadata and building Analytics Repository,dimensional modeling design,
building business models,generating reports and creating dashboards
using Analytics
Strong technical knowledge of Pentaho and related BI Applications,
including approach to implementing, extending and supporting using third
party modules
Strong technical understanding of data structures generated by mobile
applications and networks, and how they relate to establishing data
warehousing, data management and analytic architectures

Location Map : Next Gen Ops,Mumbai RCP,Maharashtra",Manager Data Science,Mumbai,3.6,Unknown / Non-Applicable,1831000 - 1959000,Telecommunications,5001 to 10000 employees,Company - Private,0,0,1831000 
"Micro Focus
3.1","SAP, Oracle",1976,"Newbury, United Kingdom",Computer Hardware & Software,"Distributed Computing/Data Analytics developer

Job Description:

Experience - 8 to 12 years

Title - Distributed Computing/Data Analytics developer

The Company

Interset Software uses big data and advanced behavioral analytics to detect and prevent the theft of intellectual property...simply put, WE CATCH BAD GUYS WITH MATH!!!

Part of the Micro Focus group of companies, we are a fast-paced, all-hands-on-deck kind of environment where you are respected and listened to from day one. We have a start-up feel within the stability and structure of a large global company.

We are currently looking to fill a development position focussed on extending the existing analytics platform and related capabilities to add unprecedented analytics flexibility for our customers. This will include enabling Data Scientists to manipulate and combine events and models to extend and customize the analytics in ways that provide unique value for each customer.

We’re looking for a software developer who’s passionate about what they do, takes a creative approach to problem solving and will be the champion for creating innovative machine learning hooks that deliver real value and perform in big data environments.

If you’re passionate about true machine learning and want to be part of a company building solutions that leverage the latest in big data technology, we want to talk to you!!

What you'll do:
Implement model data flows to support running cutting-edge machine learning techniques on massive amounts of data
Work with product managers and data scientists to turn new features and algorithms into beautiful, battle-tested code
Work with the technologies we use to analyze and identify cyber-security threats for our customers (Elasticsearch, Spark, HBase, Kafka, Vertica, NiFi, using Java and Scala)
Work side by side with some of the smartest minds in the fields of machine learning and behavioural analytics
Create efficient and robust cloud-based solutions, leveraging the best in cloud technologies.
Who you are:
Undergraduate or Masters’ degree in Computer Science or equivalent engineering experience
Strong interest in software design, distributed computing, and databases
Experience developing in a JVM environment (Java, Scala, Clojure)
At least two years of experience developing with or using Big Data & Analytics stacks/tools such as Hadoop, HBase, Spark, Presto and Vertica.
Experience implementing and using streaming platforms such as SparkSQL, Flink, Kafka, Storm, etc.
Experience with Kubernetes, Docker, Ansible or any other infrastructure or containerization management/automation platform.
Familiarity leveraging AWS EMR, Azure, GCP cloud technologies best practices to enable the distribution and analysis of big data on the cloud would be considered an asset.
Nice to haves:
Familiarity with data science or machine learning packages (pandas, R, TensorFlow, etc...)
Familiarity with virtualization technologies (VMWare ESX, Docker)
Contributions to open source software (code, docs or mailing list posts)
Interest in understanding and analyzing diverse types of data

Job:

Engineering

Micro Focus is proud to be an Equal Opportunity Employer. Prospective employees will receive consideration without discrimination because of race, colour, religion, creed, gender, national origin, age, disability, marital or veteran status, sexual orientation, genetic information, citizenship or any other legally protected status",Distributed Computing/Data Analytics developer,Bengaluru,3.1,₹100 to ₹500 billion (INR), 886789,Information Technology,10000+ employees,Company - Public,0,0, 886789
"Genpact
3.6","Accenture, IBM, Capgemini",1997,"New York, NY",IT Services,"Business Analyst - Data Science - HEA002764
With a startup spirit and 90,000+ curious and courageous minds, we have the expertise to go deep with the world’s biggest brands—and we have fun doing it. Now, we’re calling all you rule-breakers and risk-takers who see the world differently and are bold enough to reinvent it. Come, transform with us.

Inviting applications for the role of MT, Data Science

In this role, we are looking for a commerce graduate / Postgraduate in Finance with prior data handling experience. In this role, you will be expected to work on strict deadlines, in a high-pressure business environment while being a standout colleague.

Prior Commercial Analytics in sales / orders reporting / MIS experience in the BPO Industry with Access skills experience will be preferred

Responsibilities
Technical expertise : Provide expertise in Statistics, Mathematical modeling and simulation, Numerical Analysis and Differential Equation
Curiosity : a desire to go beneath the stated client needs and discover and distill a problem down into a very clear set of hypotheses that can be tested.
Cleverness: the ability to look at a problem in different, creative ways.
Should be able to Handle large data sets, Compute and Calculate Sales Incentives with multiple slice and dice of the Sales data.
Should be able to identify automation opportunities, handle customer queries and issues and process log variations, exceptions, output errors for traceability
Ensure client satisfaction and successful external & internal audits
Qualifications


Minimum qualifications
MBA / M.Sc. Statistics / M.Sc. Operations Research
Meaningful work experience
Preferred qualifications
Relevant work experience in Reporting and handling large data sets and databases
Flexibility to adapt to a variety of engagement types, working hours and work environments and locations
Very good written and verbal communication skills
Proficient in MS Office applications, especially in MS excel, R, Python
Good analytical and problem-solving skills and ability to handle team and client discussions
Genpact is an Equal Opportunity Employer and considers applicants for all positions without regard to race, color, religion or belief, sex, age, national origin, citizenship status, marital status, military/veteran status, genetic information, sexual orientation, gender identity, physical or mental disability or any other characteristic protected by applicable laws. Genpact is committed to building a dynamic work environment that values diversity and inclusion, respect and integrity, customer focus, and innovation. For more information, visit www.genpact.com. Follow us on Twitter, Facebook, LinkedIn, and YouTube.

Job
Business Analyst
Primary Location
India-Noida
Education Level
Bachelor's / Graduation / Equivalent
Job Posting
Feb 17, 2020, 7:14:49 AM
Unposting Date
Ongoing
Master Skills List Operations
Job Category Full Time",Business Analyst - Data Science,Noida,3.6,₹100 to ₹500 billion (INR), 762305,Information Technology,10000+ employees,Company - Public,0,0, 762305
"NetApp
4.1","Nimble Storage, Pure Storage",1992,"Sunnyvale, CA",Enterprise Software & Network Solutions,"42481

Job Summary
You will be part of Enterprise Data & Analytics team responsible for identifying analytical needs, exploring new technologies, and applying data sciences/machine learning concepts to maximize value from data assets. Senior Data Engineer will work closely with key stakeholders both IT and Business to turn data into critical information and knowledge that can be used to make sound business decisions. The individual must have an in-depth understanding of the business environment, an interest in going beyond the obvious, aptitude for new tools/technologies, and obsession for customer success

Essential Functions
Organize, lead, and facilitate multiple teams on highly complex, cross-functional, enterprise data and analytics initiatives
Develop and maintain scalable data pipelines and build out new integrations to support continuing increases in demand for various types of data
Collaborate with key stakeholders to define KPI and build data metrics to measure KPI’s
Define and develop cognitive solutions for business needs, incorporating technologies in Machine Learning, AI, and Analytics
Identify, evaluate and suggest new technology opportunities (including open source) that will have an impact on the enterprise-wide BI systems, machine learning, and predictive analytics
Work with vendors to provide cost estimates and general project management guidance
Job Requirements
Must possess strong subject matter expertise in at least two domains of Sales, Marketing, Install Base, Finance, and Customer Support areas.
Data modeling experience in Enterprise Data Warehouse and DataMart
Hands-on experience in SQL, Python, NoSQL, JSON, XML, SSL, RESTful APIs, and other related standards
Hands-on emphasis with a proven track record of building and evaluating data pipes, and delivering systems for final production
Exposure to Big Data Analytics (data and technologies), Data Sciences, predictive analytics, modelling, machine learning, in-memory applications
Experience with various data systems like Oracle Data Warehouse, SAP HANA, Hadoop/Hive, Vertica, Redshift, Presto, Mangodb
Strong understanding devops, on-premise, and cloud deployments - AWS, Google, Azure
Education
Minimum of 8 to 12 years of experience with Bachelor of Science Degree in Computer Science, Management Information Systems, or Business, or related field is required

Job Segment:
Database, Warehouse, Developer, ERP, Oracle, Technology, Manufacturing

Apply now »",Data Engineer,Bengaluru,4.1,₹500+ billion (INR), 1278386,Information Technology,10000+ employees,Company - Public,0,0, 1278386
"CIEL HR Services
4.5",-1,2015,"Bengaluru, India",Staffing & Outsourcing,"JOB Title: Data Scientist
Experience: 2.5 years - 5 years
Type of position: Contract
Location: Chennai
Shifts: Regular
Notice Period: Immediate to 30 days
Mandatory Skills: SAS, Python, R, SPSS, Spark. Python is mandatory, while having knowledge on R/SAS is preferred.
Mode of Interview: F2F Discussion.
About the Company: It is a data engineering company that offers marketing, supply chain and business analytics solutions.

Job Description:Responsibilities :
Define and develop, maintain and evolve data models, tools and capabilities for
predicting
Provide solutions but not limited to: Customer Segmentation & Targeting,
Propensity Modeling, Churn Modeling, Lifetime Value Estimation, Forecasting,
Recommender Systems, Modeling Response to Incentives, Marketing Mix
Optimization, Price Optimization
Would have exposure in applying different machine learning algorithms and
statistical techniques to domain specific problems.
Identify, develop and implement appropriate statistical techniques, algorithms and
data mining analysis to create new, scalable solutions that address business
challenges across the organization, as well as provide actionable insights with a
clear impact on ROI
Perform extensive exploratory data analysis and use optimal techniques for
preprocessing data
Innovate new modelling and machine learning approaches
Communicate findings through relevant visualizations using tools such Tableau,
QlikView
Collaborate and communicate findings to diverse stakeholders
Requirements :
3+ years- experience in a related position, as a data scientist or business analyst
building predictive analytics solutions for various types of business problems
Programming background and expertise in building models using languages such
as: SAS, Python, R, SPSS, Spark. Python is mandatory, while having knowledge
on R/SAS is preferred.
Strong expertise in handling, manipulating, aggregating/transforming data using
SQL
Advanced knowledge of statistical techniques, machine learning algorithms, data
mining, text mining
Strong story-telling & articulation skills - ability to convert analytical output into
clear, concise, and persuasive insights & recommendations for technical & non-
technical audience
Exposure to Big Data platforms like Hadoop and its eco-system (Hive, Pig,
Sqoop, Mahout) would be a plus

Why do you have to apply:
Its leading global analytics firm.They have trusted partners to enterprises worldwide,
including more than two dozen fortune 500 companies in the retail, cpg, financial, technology and healthcare sectors.

About CIEL HR:
CIEL is a new-age HR Firm, offers Talent Acquisition solutions to its clients leveraging on technology and analytics framework.
Having pioneered several vistas in HR since 1992, the Founders of Ma Foi diversified successfully into the areas of Analytics and Strategy consulting.
The founders along with industry veterans have started their 2nd venture in the HR services market to bring new meanings to the industry through
""Ciel HR Services"" strongly anchored on technology and Analytics.",CIEL/STF/12950: Data Scientist,Bengaluru,4.5,₹1 to ₹5 billion (INR), 14819,Business Services,201 to 500 employees,Company - Private,0,1, 14819
"Sage IT India
3.3",-1,2003,"Frisco, TX",IT Services,"Responsibilities
• Develop complex algorithms in SQL based on discussions with client and the service delivery team
• Develop scripts to validate, transform and load raw data using programming languages
• Conduct data assessment, perform data quality checks and transform data using SQL and ETL tools
• Develop a deep understanding of the domain/function (across pricing, promotions and assortment)
• Support ongoing business processes by delivering high quality products
Desired Skills
• Expertise in handling large amounts of data through SQL, T-SQL or PL-SQL
• Strong coding/development abilities in the field of data manipulation and ETL tools (such as Microsoft SSIS, Informatica, Alteryx or IBM Datastage etc.)
• Very good understanding of data-warehousing and data lake concepts
• Experience with integration of data from multiple data sources and automation of data processes
• Basic knowledge and experience in scripting languages such as Python, Perl or Shell will be good to have

Education & Prior Experience
• 3+ years of relevant and professional work experience with a reputed analytics firm
• Bachelors degree / Master's Degree with high rankings from top / reputed colleges

Mindset & Competency
• Excellent written and verbal communication skills in English
• Flexibility and willingness to learn new tools and techniques as per organization needs
• Comfortable with ambiguity, ability to interact in a fluid, demanding and unstructured environment
• Self-motivated with strong sense of ownership and action-oriented mindset
• Able to work well within teams across continents/time zones with a collaborative mindset
• Ability to act autonomously, bringing structure and organization to work
• Ability to travel for working sessions and meetings with Service Management team
• Ability to interact in a fluid and demanding environment where priorities evolve constantly
• Ability to work under pressure and deliver on tight deadlines
• Ability to disaggregate issues, identify root causes and recommend solutions",Data Analyst,Gurgaon,3.3,₹100 to ₹500 billion (INR),56000 - 61000,Information Technology,501 to 1000 employees,Company - Private,0,0,56000 
